Id,CourseName,CourseNumber,DepartmentCode,CourseDescription,Credits
2613, Introductory Physics for Life Sciences I,1300,PHYS,"This is an algebra-based course intended for students interested in the biological or health sciences, or related disciplines. The topics covered include the basic mechanical concepts of force, work and energy, properties of matter, and heat, with examples and applications drawn from the modeling of biological systems. (Prerequisites: one 4 “U” or OAC mathematics course or equivalent.) (3 lecture hours a week, 2 laboratory hours and 1 tutorial hour every week) (Anti-requisites: PHYS-1305, PHYS-1400.) (Open to students in Human Kinetics, Forensic Science, Bachelor of Arts and Science, and all programs within in the Faculty of Science; exceptions only with the permission of the Head or designate.)",3
2614, Introductory Physics for Life Sciences II,1310,PHYS,"This course is a continuation of PHYS-1305 intended for students interested in the biological or health sciences, or related disciplines. The topics covered include wave motion, sound, electricity and magnetism, light, and an introduction to topics in modern physics involving the life sciences such as the quantum nature of radiation and its interaction with biomolecules, high energy radiation and radioactivity, and the statistical treatment of data. (Prerequisite: PHYS-1300 or PHYS-1400.) (3 lecture hours per week, 1 tutorial hour and 2 laboratory hours every week.) (Antirequisites: PHYS-1410.) (Open to students in Human Kinetics, Forensic Science, Bachelor of Arts and Science, and all programs within in the Faculty of Science; exceptions only with the permission of the Head or designate.)",3
2615, Introductory Physics for Life Sciences I (B),1305,PHYS,"This is an algebra-based course intended for students interested in the biological or health sciences, or related disciplines. The topics covered include the basic mechanical concepts of force, work and energy, properties of matter, and heat, with examples and applications drawn from the modeling of biological systems. This course serves as the prerequisite for PHYS-1400 and GENG-1110. Majors in Science and Majors in Engineering will not be given credit for this course. (Antirequisite: PHYS-1300.) (Prerequisites: One 4U or OAC mathematics course or equivalent.) (3 lecture hours a week.)",3
2616, Introductory Physics I,1400,PHYS,"Mechanics; properties of matter and heat. A calculus-based course. (Prerequisites: Grade 12“U” Advanced Functions and Introductory Calculus or equivalent.) Recommended co-requisite: MATH-1720.) (3 lecture hours a week, 2 laboratory hours and 1 tutorial hour every week). Open to students in Human Kinetics, Forensic Science, Bachelor of Arts and Science, , and all programs within in the Faculty of Science; exceptions only with the permission of the Head or designate. (Antirequisites: PHYS-1300, PHYS-1305.)",3
2617, Introductory Physics II,1410,PHYS,"Wave motion, sound, electricity and magnetism, light, and modern physics. (Prerequisite: PHYS-1400 or GENG-1110.) (3 lecture hours per week, 1 tutorial hour and 2 laboratory hours every week.) (Antirequisites: PHYS-1310) (Open to students in Engineering, Human Kinetics, Forensic Science, Bachelor of Arts and Science, and all programs within in the Faculty of Science; exceptions only with the permission of the Head or designate.)",3
2618, From Symmetry to Chaos in the Universe: An Introduction to Theoretical Methods in Contemporary Physics,1500,PHYS,"An introduction to the pillars of 20th and 21st century physics which form the basis of subsequent courses in physics and the basis of current research: complexity and chaos, special and general relativity, quantum phenomena, symmetry and symmetry breaking, and cosmology. Motivated by these pillars, mathematical tools and techniques that are used extensively in physics for practical problem solving and data analysis are introduced at a first-year level. Computer-aided graphical and approximate computational methods will also be introduced. (Prerequisites: PHYS-1400, MATH-1720, and MATH-1250) (3 lecture hours and one tutorial hour per week.)",3
2619, Introduction to Astronomy I,1000,PHYS,"The solar system with emphasis on the results of recent space exploration. This is a descriptive course suitable for the non-scientist. (May be taken by B.Sc. students for credit, but does not count as a Physics course or other science course towards the fulfillment of the requirements for the B.Sc. degree.) (2 lecture hours a week.)",3
2620, Introduction to Astronomy II,1010,PHYS,"The stars, galaxies, including pulsars, black holes, and quasars. Current theories of the structure of the universe will be discussed. This is a descriptive course suitable for the non-scientist. (May be taken by B.Sc. students for credit, but does not count as a Physics course or other science course towards the fulfillment of the requirements for the B.Sc. degree.) (2 lecture hours a week.)",3
2621, Physics and Society-The Past,2050,PHYS,"Discoveries in astronomy have altered the way we perceive ourselves, our planet, and our place in the universe. This course, ‘From Antiquity to Newton’, reviews the contributions made by the Egyptians, Babylonians, Greeks, and Islamic cultures, together with medieval Christian views and on to the emergence of modern science. The course - which is a blend of physics, history, philosophy and religion - will also examine how we came to move from ‘geocentric’ to a ‘heliocentric’ view of the solar system, by examining the contributions of Copernicus, Brahe, Kepler, Galileo and Newton. (2 lecture hours a week.) Does not count towards the major requirements for a degree in the Department of Physics.",3
2622, Physics and Society-The Present,2060,PHYS,"Modern society is dominated by the dramatic development of physics and technology from the industrial revolution to the present. This development and its impact on society are explored in the course. A number of topics of current interest such as, nuclear energy, world energy supplies, pollution, global warming, climate change, and possible solutions to the energy crisis are discussed in detail. This course gives students who are majoring in the arts, humanities, business, law, and biomedical sciences an introduction to modern ideas in Physics and to see how these ideas affect our day-to-day lives. (2 lecture hours a week.) Does not count towards the major requirements for a degree in the Department of Physics.",3
